STN Code,Name of Monitoring Location,Type Water Body,State Name,Temperature C (Min),Temperature C (Max),Turbidity(NTU),Dissolved Oxygen (mg/L) (Min),Dissolved Oxygen (mg/L) (Max),pH (Min),pH (Max),Conductivity (S/cm) (Min),Conductivity (S/cm) (Max),BOD (mg/L) (Min),BOD (mg/L) (Max),Nitrate N + Nitrite N(mg/L) (Min),Nitrate N + Nitrite N(mg/L) (Max),Fecal Coliform (MPN/100ml) (Min),Fecal Coliform (MPN/100ml) (Max),Total Coliform (MPN/100ml) (Min),Total Coliform (MPN/100ml) (Max),Purolite A520 resin dose (mg/L),Alum dose (mg/L)
3644,MULBHAGAL LAKE,LAKE,KARNATAKA,25,25,653.15,1.2,5.4,6.8,8.2,647,2009,4,78,1.1,6,3300,63000,24000,540000,15.02,378.73
4523,NALLURAHALLI LAKE,LAKE,KARNATAKA,24,25,237,3.6,6.5,6.5,6.7,374,820,3,10,1.2,3,3900,7000,24000,54000,9.34,146.875
3646,NARASAPURA LAKE,LAKE,KARNATAKA,25,25,307.35,4.1,6.2,6.9,8,543,1021,3,10,0.3,7.75,3300,130000,24000,920000,12.06,186.07
4509,NARASIPURA LAKE,LAKE,KARNATAKA,25,25,237.35,1.1,7.1,6.5,7.8,304,821,3,34,0.44,3.2,3400,7000000,24000,92000000,9.788,147.07
3685,NAVALOORU LAKE,LAKE,KARNATAKA,24,26,324.5,6.5,6.8,7.4,8,810,1070,3.4,3.9,0.92,1.22,26,52,109,165,7.275,196.625
4505,NELAMANGALA LAKE,LAKE,KARNATAKA,25,25,692,0.8,6.3,6.5,7.6,422,2120,4,46,1.22,7.6,4600,34000,35000,240000,14.844,400.375
3620,PARAPPANA AGRAHARA LAKE,LAKE,KARNATAKA,25,25,403.95,1.8,6.5,6.5,8,207,1297,5,38,0.3,7.9,2300,1100000,24000,9200000,13.58,239.89
4524,PATTANDUR AGARAHARA,LAKE,KARNATAKA,25,25,209.35,0.3,6.8,6.5,8.2,346,741,4,32,0.5,2.8,330,63000,9200,540000,9.44,131.47
3624,PUTTENAHALLI LAKE,LAKE,KARNATAKA,25,25,360.55,3,6.3,6.6,7.7,459,1173,3,22,1.1,2.57,3300,94000,24000,540000,9.476,215.71
3614,PUTTENAHALLI LAKE (S),LAKE,KARNATAKA,25,25,381.55,4.7,6,6.9,7.8,290,1233,3,11,1.1,3,4000,9400,35000,54000,9.27,227.41
4510,RACHENAHALLI LAKE,LAKE,KARNATAKA,25,25,382.6,3.1,6.7,6.6,8.5,413,1236,4,23,0.47,4.6,3300,150000,24000,1600000,10.394,227.995
4519,RAMPURA LAKE,LAKE,KARNATAKA,25,25,468,0.3,4.2,6.6,7.4,1023,1480,9,93,0.9,6,3300,1700000,35000,9200000,15.53,275.575
4514,SADRAMANGALA LAKE,LAKE,KARNATAKA,24,25,309.45,1.5,7,6.5,8.3,552,1027,4,35,1.4,10,3300,15000,24000,160000,16.43,187.24
4504,SARAKKI LAKE,LAKE,KARNATAKA,25,25,224.05,4.9,7.1,6.9,8.2,415,783,3,9,0.3,5,3300,120000,24000,920000,9.81,139.66
4525,SEETHARAM PALYA LAKE,LAKE,KARNATAKA,25,25,1301,0.3,5.9,7.1,8.7,512,3860,4,50,2.09,11,3300,63000,24000,540000,18.808,739.675
3587,SHETTYKERE LAKE,LAKE,KARNATAKA,20,34,309.8,4.3,6.6,6.9,8.9,583,1028,3,6,1.8,3.6,700,2200,4700,7000,10.34,196.435
4508,SINGAPURA LAKE,LAKE,KARNATAKA,25,25,430.9,0.3,5.2,6.5,7.2,886,1374,5,47,0.3,5.9,4800,790000,35000,5400000,12.43,254.905
3618,SINGASANDRA LAKE,LAKE,KARNATAKA,25,25,428.45,1.1,7,6.5,7.6,562,1367,4,36,0.5,6,4300,130000,35000,1600000,12.2,253.54
3622,SOMASUNDRA PALYA LAKE,LAKE,KARNATAKA,25,25,413.05,2.8,6.9,6.6,7.6,216,1323,3.4,21,0.5,3.4,2300,140000,24000,920000,9.37,244.96
4534,SOMPURA LAKE,LAKE,KARNATAKA,25,25.1,136.2,4.2,7.2,7,7.7,239,532,2,6,0.6,2.1,2300,110000,24000,920000,7.7,90.815
4547,SWARANA KUNTE,LAKE,KARNATAKA,25,25,412,4.2,6.8,6.5,8.5,444,1320,3,9,0.5,3,2300,120000,24000,1600000,8.45,244.375
3610,TUBRAHALLI LAKE,LAKE,KARNATAKA,25,25,507.55,0.3,4.8,6.7,8.1,1109,1593,7,81,0.4,3,9400,13000,54000,160000,11.93,297.61
4533,ULLALU LAKE,LAKE,KARNATAKA,25,25,496.35,2,6.3,6.5,7.7,369,1561,3,15,0.58,25,3400,630000,24000,5400000,26.446,291.37
3593,ULSOOR LAKE TEMPLE,LAKE,KARNATAKA,25,25,142.85,1.8,7,6.6,8.8,254,551,3,42,0.3,2.01,4000,700000,24000,3500000,9.068,94.42
1388,"ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING,",LAKE,KARNATAKA,25,25,149.5,2,6.8,6.8,8.5,253,570,3,38,0.67,2,2300,490000,24000,2400000,9.304,98.125
3608,VARTHUR LAKE,LAKE,KARNATAKA,25,26,421.45,0.3,4.8,6.5,7.7,798,1347,6,60,1,19,11000,1500000000,160000,1600000000,24.4,250.64
4527,WHITEFIELD KERE,LAKE,KARNATAKA,24,25,261.15,0.3,6.9,6.6,8.4,496,889,4,62,0.3,13.4,3300,150000,24000,1600000,19.18,160.33
3592,YEDIYUR LAKE,LAKE,KARNATAKA,25,25,66.9,4.1,7.1,6.5,8.2,201,334,3,18,0.6,2.4,4600,46000,24000,920000,8.54,52.105
3585,YENNEHOLE LAKE,LAKE,KARNATAKA,21,33,388.2,1,3.9,7,8.5,742,1252,1.4,14,2.5,7.5,1300,4900,7900,14000,14.7,239.115
3696,AIANAKERE TANK,TANK,KARNATAKA,23,32,643,3.1,7.2,8,8.3,654,1980,4,132,0.3,1.4,-,-,-,-,13.08,380.075
3629,ALLASANDRA TANK,TANK,KARNATAKA,25,25,378.05,4,6.4,6.5,8.4,421,1223,4,8.5,0.9,5,6300,11000000,54000,92000000,10.505,225.46
4541,ALUR KERE,TANK,KARNATAKA,25,25,187.3,4.2,6.9,6.5,7.3,89,678,3,16,0.3,2,3300,49000,35000,240000,7.76,119.185
3623,ANEKAL DODDAKERE TANK,TANK,KARNATAKA,25,25,1007,0.3,7.3,6.6,8,414,3020,2,69,0.72,11.1,3300,15000,24000,160000,18.194,575.875
3681,ANGOL MI TANK,TANK,KARNATAKA,21,33,154.4,0.3,8,6.6,9.5,293,584,3.7,57,0.32,5.46,1480,1840,3200,3200,12.602,108.855
3638,ANNAYAPPA TANK,TANK,KARNATAKA,25,25,122.55,4,7,6.5,8.1,173,493,3,8,0.3,1.53,4100,46000,24000,540000,6.984,83.11
3673,AVALI KERE,TANK,KARNATAKA,21,27,625.5,3,4.3,7.3,7.9,980,1930,3.8,6.4,0.7,1.3,130,930,1100,4900,7.2,365.325
3675,B KATIHALLI KERE,TANK,KARNATAKA,21,27,107.5,5.4,6.7,7.4,7.9,290,450,2,2.4,0.3,0.3,110,140,920,1200,5.72,76.725
3636,BANDEMATTA TANK,TANK,KARNATAKA,25,25,393.8,3,6.9,6.5,7.6,196,1268,5,18,0.4,3.23,6300,33000,54000,240000,8.964,234.235
3664,BASAVANAHALLIKERE TANK,TANK,KARNATAKA,25,25,125,5.9,5.9,7.7,7.7,500,500,2,2,0.3,0.3,330,330,2200,2200,5.7,84.475
3643,BEENNIGANAHALLI TANK,TANK,KARNATAKA,25,25,327.65,0.5,7,6.6,7.9,304,1079,3,24,0.73,2.7,3300,70000,24000,1600000,9.236,197.38
3619,BEGUR TANK,TANK,KARNATAKA,25,25,455.4,4.1,6.5,6.4,7.5,426,1444,3,10,0.7,8,2700,110000,24000,920000,12.74,268.555
3693,BHATHIKERE TANK,TANK,KARNATAKA,26,32,261.5,0.5,7.3,7.1,7.8,260,890,3,12,0.3,6.87,-,-,-,-,11.456,167.525
3651,BHEEMSANDRA TANK,TANK,KARNATAKA,25,25,604.5,1,6.2,6.7,7.4,740,1870,4,46,2,78,3300,110000,35000,920000,72.1,351.625
3637,BYRAMANGALA TANK,TANK,KARNATAKA,25,25,444.55,2.2,6.1,6.8,7.7,821,1413,4,27,0.81,6.1,3300,120000,24000,920000,12.202,262.51
3595,BYRASANDRA TANK,TANK,KARNATAKA,25,25.1,378.05,3.2,6.2,6.5,7.7,274,1223,3,14,0.94,4.3,4800,150000,35000,1600000,10.268,225.56
4532,CHANDAPURA LAKE,TANK,KARNATAKA,25,25,758.15,0.3,5,6.7,7.4,1099,2309,6,42,1,27,2300,460000,24000,3500000,29.9,437.23
3606,DASARAHALLI TANK,TANK,KARNATAKA,25,26,342,2.9,6.8,6.1,7.4,194,1120,2,14,0.51,2.5,3300,40000,13000,350000,8.312,206.375
3634,DEVARAKERE TANK,TANK,KARNATAKA,25,25,839,3,7.3,6.5,7.6,271,2540,3,17,0.3,6.6,4700,94000,35000,920000,11.49,482.275
3641,DHOREKERE TANK,TANK,KARNATAKA,25,25,350.75,0.3,6.3,6.5,7.4,237,1145,3.8,39,0.7,5.2,2300,120000,24000,920000,11.95,210.25
3653,DODDAKERE TANK,TANK,KARNATAKA,25,26,92.1,4.8,7.2,6.5,7.3,155,406,3,6,0.3,1,2300,15000,24000,160000,6.46,67.145
3604,DODDANAKUNDI TANK,TANK,KARNATAKA,25,25,905.5,3.3,6.1,6.5,7.8,574,2730,4,10,1.1,4.5,3300,49000,35000,240000,10.42,519.325
4526,DYAVASANDRA TANK,TANK,KARNATAKA,25,25,221.25,4,6.8,6.3,7.9,236,775,2,9,0.6,3,3300,14000,24000,160000,8.57,138.1
3666,GANIGARAHOSAHALLIKERE TANK,TANK,KARNATAKA,21,25,363,4.6,6,7.6,8.3,460,1180,2,3.2,0.3,0.4,140,320,1100,2100,5.84,217.075
3676,GAVENAHALLIKERE,TANK,KARNATAKA,20,28,114.5,5.6,7.3,7.4,7.9,330,470,2,2.2,0.3,0.3,92,220,920,1400,5.71,81.625
3671,HANUMANTHAPURAKATTE TANK,TANK,KARNATAKA,22,27,125,4.2,5.7,7.5,7.8,390,500,2.2,2.6,0.3,0.3,210,340,1700,2200,5.73,86.475
3683,HEREKERE TANK,TANK,KARNATAKA,24,26,261.15,4.5,5.5,7.4,7.9,739,889,9,24,1.22,1.67,63,175,279,561,9,161.33
3598,HEROHALLI TANK,TANK,KARNATAKA,25,25,498.1,0.3,6.3,6.2,7.4,321,1566,4,30,0.3,6.3,3400,46000,24000,350000,11.9,292.345
3597,HESARAGHATTA TANK,TANK,KARNATAKA,25,25,195.7,4.8,6.6,5.4,8.1,123,702,2,7,0.3,2.4,4600,6300000,35000,54000000,7.63,123.865
3559,HULLIGE TANK,TANK,KARNATAKA,24,29,469.75,6.9,7.5,7.4,8.4,312,1485,2.5,6,0.3,1.3,350,1400,1600,5400,6.7,280.55
3660,HUNASINA KERE TANK,TANK,KARNATAKA,21,27,135.5,5.3,7.1,7.3,7.8,440,530,2,2.6,0.3,0.3,170,700,1200,3500,5.73,92.325
3561,HUNDIKERE (KOPPAL) TANK,TANK,KARNATAKA,24,29,460.3,7,7.6,7.5,8.4,326,1458,3,6,0.3,0.3,350,1300,1600,5400,5.9,275.285
3670,INORKATTE KERE,TANK,KARNATAKA,23,24,104,4.6,6,7.3,7.8,320,440,2,2.2,0.3,0.32,200,330,1700,2200,5.726,71.775
3642,JIGANI TNAK,TANK,KARNATAKA,23,25,490.05,4.8,6.9,6.5,7.3,394,1543,2,20,1,4,2700,70000,24000,920000,10.4,287.86
3663,JOLADAKATTE TANK,TANK,KARNATAKA,21,27,177.5,4.2,5.8,7.7,8.1,390,650,2.1,3,0.3,0.3,210,470,1400,3500,5.75,115.725
3682,KAKATI POND,TANK,KARNATAKA,21,32,1286.65,4,9,8.4,10.3,1180,3819,1.1,16.2,0.4,6.53,920,1840,1600,3200,11.514,738.68
3607,KALKERE TANK,TANK,KARNATAKA,25,25,370.35,1.8,6.3,6.5,8.4,393,1201,4,25,0.4,5.3,3300,2800000,24000,16000000,10.97,221.17
4530,KAMMASANDRA TANK,TANK,KARNATAKA,25,25,697.25,0.3,4.1,6.7,7.3,1237,2135,9,101,1.8,16,2100,12000000,24000,92000000,25.01,403.3
3657,KANCHANAHALLI KOPPALU KERE,TANK,KARNATAKA,21,27,1455,2.4,5,7.3,8.1,990,4300,3.4,6.8,0.5,1.9,110,700,920,4700,7.46,827.475
3588,KARANJIKERE TANK,TANK,KARNATAKA,19,26,217.4,6,7.4,7.4,8.6,496,764,2.5,6,1.5,3.2,700,1100,4300,5800,9.66,136.955
3684,KELEGERE TANK,TANK,KARNATAKA,23,26,157.2,6.7,7.4,7.5,8.2,447,592,3.2,4.1,0.62,0.88,32,79,212,290,6.653,103.415
3639,KENGERI TANK,TANK,KARNATAKA,25,25,436.15,1.3,7.6,6.5,7.7,289,1389,3,40,0.59,6.3,3300,940000,24000,5400000,12.748,257.83
4511,KOGILU KERE,TANK,KARNATAKA,25,25,416.2,3.1,7.2,6.5,8.3,407,1332,3,13,0.4,4.4,3300,6300000,35000,160000000,9.65,246.715
3661,KOKKANAGHATTADODDAKERE TANK,TANK,KARNATAKA,22,27,965,3.6,6.9,7.7,8.8,500,2900,2.6,7.2,0.3,1.3,140,400,1100,2800,6.76,554.475
3695,KONDAGGIKERE TANK,TANK,KARNATAKA,26,28,79.5,5.8,7.4,7.6,8.2,220,370,2.2,6.5,0.3,0.3,-,-,-,-,5.925,62.125
3662,KOUSHIKA KERE,TANK,KARNATAKA,21,27,139,5.7,7.3,7.3,7.8,450,540,1.8,2.3,0.3,0.3,93,220,920,1400,5.715,94.275
3692,KUNDUVADAKERE TANK,TANK,KARNATAKA,27,27,65.5,6.9,6.9,8,8,330,330,2.3,2.3,1.1,1.1,-,-,-,-,7.315,53.325
3590,LALBAGH TANK,TANK,KARNATAKA,25,25,128.15,2.6,6.9,6.6,8.1,397,509,3,28,0.61,3,3100,49000,24000,540000,9.532,86.23
3665,LINGAPPANAKATTE TANK,TANK,KARNATAKA,21,27,167,5,7,7.5,7.9,370,620,2,3,0.3,0.3,94,270,920,1700,5.75,109.875
3599,MADAVARA TANK,TANK,KARNATAKA,25,25,384,3.4,6.6,6.2,7.6,213,1240,2,13,0.56,3.8,2300,460000,24000,3500000,9.362,228.775
4503,MADHURE TANK,TANK,KARNATAKA,25,25,89.3,3.4,6.3,6.5,6.8,64,398,3,18,0.3,2.1,4900,11000000,24000,92000000,7.94,64.585
3589,MADIWALA TANK,TANK,KARNATAKA,25,25,440.7,4.2,7.1,6.7,8.4,286,1402,3,10,1.03,4.3,2300,170000,24000,1600000,10.176,260.365
3659,MAKANA KERE,TANK,KARNATAKA,21,27,440,1.9,3,7.3,8,740,1400,3.8,5.8,0.7,1.2,930,2600,7000,13000,7.09,261.975
3635,MALATHAHALLI TANK,TANK,KARNATAKA,25,25,614.3,0.3,5.8,6.3,7.6,375,1898,4,38,1.6,7.8,4900,1100000,24000,9200000,15.06,357.085
4092,"MANCHALAPUR TANK, MANCHALAPUR, RAICHUR TQ & DIST",TANK,KARNATAKA,26,29,784.75,6.5,7.2,7.8,8.8,922,2385,6,18,0.3,2.27,7900,54000,35000,160000,8.076,456.05
4501,MANCHANABALE DAM,TANK,KARNATAKA,25,25,335,3.3,7,6.6,8.3,643,1100,4,10,0.3,14.04,3300,33000,24000,350000,17.092,201.475
4512,MANCHANABALE DAM,TANK,KARNATAKA,25,25,556.55,0.3,6.5,6.5,7.4,183,1733,8,174,0.8,45,4600,63000,35000,540000,50.66,324.91
3697,MATTADAKERE TANK,TANK,KARNATAKA,24,29.5,272,4.2,8.4,7.2,8.4,770,920,5,34,0.3,3,-,-,-,-,9.46,170.875
3560,MAVENAKERE TANK,TANK,KARNATAKA,26,29,704.6,6.5,7.2,7.5,9.3,962,2156,7,30,0.3,0.36,14000,54000,54000,160000,7.148,411.395
3650,MELEKOTE TANK,TANK,KARNATAKA,25,25,438.95,1.1,6.4,6.6,8,704,1397,3,53,1,6.3,4600,110000,35000,920000,13.89,259.39
3648,MYDALA TANK,TANK,KARNATAKA,25,25,159.65,4.8,7.3,6.5,7.2,151,599,3,4,0.52,2,630,17000,5400,160000,7.424,103.78
3626,NAGAVARA TANK,TANK,KARNATAKA,25,25,220.55,1,7.1,6.5,8,308,773,3,35,0.5,3,4000,79000000,24000,540000000,9.75,137.71
3596,NAYANDANAHALLI TANK,TANK,KARNATAKA,25,25.1,380.85,0.3,6,6.1,8,211,1231,3.6,195,0.5,2.99,3300,700000,24000,3500000,17.742,227.12
3686,NIRASAGARAKERE TANK,TANK,KARNATAKA,24,25,103.3,7.3,7.6,7.5,8.2,326,438,1,2.5,0.32,0.92,2,14,10,32,6.245,72.385
3687,NUGGIKERE TANK,TANK,KARNATAKA,23,25,247.5,6.5,6.9,7.3,8.1,620,850,3.2,3.8,0.72,1.92,19,52,76,148,7.59,152.725
3669,PEREMINAHALLI KERE,TANK,KARNATAKA,22,27,132,5.2,6.4,7.4,7.8,380,520,1.8,2.5,0.3,0.3,94,400,920,3300,5.725,90.375
3565,PILIKULA TANK,TANK,KARNATAKA,28,30,28.4,4.9,7.9,6.5,7.2,128,224,2,3,2.1,7,23,1600,23,1600,13.27,35.655
4502,RAMAMMANA KERE,TANK,KARNATAKA,25,25,427.75,2.8,6.9,7.2,8.4,896,1365,5,20,2,4,1200,94000,35000,1600000,11.6,253.15
4513,RAMAMMANA KERE,TANK,KARNATAKA,25,25,428.1,1.6,6.5,6.2,7.2,230,1366,2,47,0.56,3.51,3300,150000,24000,1600000,10.83,253.345
4531,RAYASANDRA LAKE,TANK,KARNATAKA,25,25,497.05,0.3,5.8,6.7,7.9,1035,1563,5,20,1.15,24,7900,94000,54000,540000,26.58,291.76
4498,"SANAVALLI DAM, MUNGOD",TANK,KARNATAKA,23,28,37.85,7.1,7.4,6.8,7.3,163,251,2.2,2.7,0.3,0.79,2,8,19,31,6.127,38.92
3672,SANKALAPURAKERE TANK,TANK,KARNATAKA,22,27,195,4.1,6.4,7.4,7.9,450,700,2,2.6,0.3,0.3,170,460,1100,3500,5.73,125.475
3594,SANKEY TANK,TANK,KARNATAKA,25,25,235.25,4.9,6.8,6.5,7.6,267,815,3,8,0.56,3,490,3300000,2400,24000000,8.472,145.9
3667,SATHENAHALLIDODDAKERE TANK,TANK,KARNATAKA,22,28,398,4.5,6.2,7.6,8.1,780,1280,3,4,0.5,1.5,220,610,1600,4000,7,239.575
3674,SATHYAMANGALA KERE,TANK,KARNATAKA,22,28,114.5,5.4,6.5,7.5,7.9,370,470,1.8,2.4,0.3,0.3,140,340,1100,2400,5.72,81.625
3694,SHANTHISAGARKERE TANK,TANK,KARNATAKA,25,28,65.5,6,7.3,7.7,8.3,104,330,2,3,0.3,0.47,-,-,-,-,5.886,54.325
3677,SHARANABASAVESHWARA KERE,TANK,KARNATAKA,26,30,534.5,6,8.2,7.5,8.4,1035,1670,3,6,0.3,1.8,630,1400,2200,5400,7.1,317.625
3600,SHIVAPURA TANK,TANK,KARNATAKA,25,25,1388.5,0.3,5.8,6.5,7.6,762,4110,5,83,2,9.19,4000,9400000,35000,54000000,18.902,788.425
3689,SOMESHWARAKERE TANK,TANK,KARNATAKA,23,25,419,5.8,6.8,7.1,7.9,732,1340,3.3,4.5,1.02,1.32,13,58,70,196,7.505,248.275
3668,SOUDRALLI KERE,TANK,KARNATAKA,21,27,352.5,4.3,5.9,7.3,7.8,690,1150,2.9,3.8,0.3,0.9,340,490,2200,3500,6.27,213.225
3633,SUBRAMANYAPURA TANK,TANK,KARNATAKA,25,25,651.75,0.3,4.8,6.5,7.6,969,2005,5,50,0.8,11.5,4600,940000,35000,5400000,17.66,377.95
3688,SUDANAKERE TANK,TANK,KARNATAKA,23,26,226.5,6.9,7.3,7.7,8.2,581,790,3.4,3.9,0.52,0.79,41,136,221,394,6.451,142.025
3690,UNAKALKERE TANK,TANK,KARNATAKA,25,26,302.8,6.9,7.3,7.7,8.3,876,1008,3.3,3.9,1.02,1.12,21,63,120,185,7.315,184.535
3640,UTTARAHALLI DORAIKERE,TANK,KARNATAKA,25,25,107.5,0.3,7.1,6.7,9.3,192,450,4,48,0.52,2.08,2700,94000,24000,540000,9.688,74.725
3632,VEERAPURA TANK,TANK,KARNATAKA,25,25,2001,0.3,6.5,6.5,8.1,309,5860,3,124,0.8,9,4600,94000,24000,540000,19.36,1129.675
3603,VENGAIHNAKERE,TANK,KARNATAKA,24,25,415.5,1.9,6.2,6.5,7.2,667,1330,2,81,0.8,12,2300,110000,24000,920000,19.61,246.325
3691,VIMANABHUTHIKERE TANK,TANK,KARNATAKA,25,32,51.5,6.2,7.7,7.2,8.3,92,290,2,2.2,0.3,0.5,-,-,-,-,5.87,50.525
3630,YELAHANKA TANK,TANK,KARNATAKA,25,25,342,4,6.9,6.5,8.5,512,1120,4,14,1.2,3.7,140,94000,24000,1600000,10.1,205.375
3605,YELLAMALLAPPA TANK,TANK,KARNATAKA,25,25,576.85,3.1,5.6,6.6,7.6,887,1791,5,14,0.7,8.12,3300,170000,24000,920000,13.036,336.22
1579,"ALAPPUZHA, KERALA",LAKE,KERALA,29,30,358.8,5.4,7.8,6.9,7.5,148,1168,1,4,0.3,0.8,2,1400,2,2200,6.2,219.735
1441,"ASHTHAMUDI LAKE AT QUILON, KERALA",LAKE,KERALA,22,24,6393.5,5.1,6.1,6.3,7.4,15000,18410,1,3.5,0.3,2.7,100,150,350,610,7.695,3575.925
1578,"KAYAMKULAM, KERALA",LAKE,KERALA,29,30,2627.85,3.1,5.6,6.9,8,1285,7651,1.4,5.9,0.3,0.3,200,1700,400,3500,5.895,1483.92
1577,"KODUNGALLOOR, KERALA",LAKE,KERALA,26,31,11682,5.7,8,6.5,8.7,100,33520,1,2.4,0.3,2.4,100,2000,630,6300,7.4,6529.375
2312,LAKE VEMBANAD AT PATHIRAMANAL (ALAPPUZHA),LAKE,KERALA,28,29,409.9,6.1,7.9,6.6,7.4,131,1314,1,3.8,0.3,0.3,2,1400,2,4100,5.79,247.205
1383,"ORUVATHILKOTTA LAKE, KERALA",LAKE,KERALA,26,27,34,1.6,3.2,6.4,7.8,173,240,1,7.2,0.3,0.3,920,1700,2100,3100,5.96,35.775
1574,"PARAVUR, KERALA",LAKE,KERALA,20,23,5595.5,5.1,6.9,6.2,7.6,12140,16130,1,2.3,0.3,1.8,94,140,380,490,6.915,3130.325
2318,PAZHASSI RESERVOIR (KANNUR),LAKE,KERALA,24,30,24.45,6.7,8,6.6,7.8,47,73,1,1.2,0.3,0.3,20,80,100,620,5.66,6.21
1576,"PERIYAR LAKE AT THEKKADY, KERALA",LAKE,KERALA,24,26,34.6,6.5,7.8,6.7,7.6,36,44,1,1,0.3,0.3,2,2,2,100,5.65,-3.445
1580,"POOKOTE, KERALA",LAKE,KERALA,25,29,39.85,6.9,8.2,6.5,7,24,29,1,1.5,0.3,0.3,2,27,14,79,5.675,-3.37
2329,RSVR AT BHOOTHATHANKETU,LAKE,KERALA,24,29,30.4,6.9,8.2,6.2,8.1,23,56,1,1.3,0.3,0.7,47,3500,84,5400,5.985,1.895
2330,RSVR AT EDAMALAYAR,LAKE,KERALA,25,29,33.2,6.9,8.2,6.4,7.7,21,48,1,1,0.3,0.3,2,120,12,400,5.65,0.335
2328,RSVR AT MALAMPUZHA,LAKE,KERALA,22,31,1.7,6.1,7.8,6.8,7.8,77,138,1,3.4,0.3,3.6,2,700,100,1200,8.41,19.885
1385,"SASTHAMCOTTA LAKE, KERALA",LAKE,KERALA,21,25,14.75,6.5,7.5,6.4,7.8,162,185,1,2,0.3,0.7,70,110,240,410,6.02,23.05
3470,"VELLAYANI LAKE AT VANDITHADOM, THIRUVANANTHAPURAM",LAKE,KERALA,26,27,7.75,5.2,7.1,5.7,6.9,105,165,1.7,3.8,0.3,0.3,200,700,700,1700,5.79,21.15
1575,"VEMBANAD LAKE,KOCHI (OIL TANKER JETTY), KERALA",LAKE,KERALA,27,31,14783,3.4,7.8,6.3,7.9,200,42380,1,3.6,0.3,2.7,630,32000,1500,200000,7.7,8257.075
3462,MANANCHIRA POND AT KOZHEKODE,POND,KERALA,23,32,16.5,6.5,8.2,6.7,8,43,190,1,2.1,0.3,0.72,20,810,40,1300,6.041,31.025
2325,"POND AT (PADMANABHA) SREE
PADMANABHA SWAMY TEMPLE (TVPM)",POND,KERALA,26,27,48.7,2.5,6.7,7,7.9,248,282,3.7,7.8,0.3,0.3,1000,2200,3100,7000,5.99,43.965
4557,POND C/O MOHIDHEEN PALLI,POND,LAKSHADWEEP,27.9,31.3,130.25,-,-,7.1,9.2,229,515,-,-,0.32,0.32,2,2,2,2,0,93.7
1401,POND NEAR JUMA MASJID,POND,LAKSHADWEEP,28,30,265,9,9,7.1,9.5,300,900,1,1,0.32,0.32,5,5,1600,1600,5.69,167.475
4568,POND NEAR KULAPPINAKKAL,POND,LAKSHADWEEP,28.1,31.1,238.4,-,-,6.4,7.6,658,824,-,-,-,-,-,-,-,-,0,153.755
2132,BILAWALI TALAB AT INDORE,LAKE,"MADHYA
PRADESH",19,24.3,129.2,6.8,7.9,7.4,8.8,326,512,1,2,0.54,4.42,2,2,43,63,9.284,86.115
3296,CHORAL DAM NEAR INDORE,LAKE,"MADHYA
PRADESH",20,24,150.55,7,7.8,7.1,8.4,325,573,1,1.3,0.02,1.01,2,2,40,58,5.897,97.71
4615,GANGA SAGAR JABALPUR,LAKE,"MADHYA
PRADESH",17,28.2,217.4,5.8,7.3,7.1,8.2,280,764,2.7,6,0.3,0.77,2,110,43,920,6.276,139.155
2135,GOVINDGARH LAKE,LAKE,"MADHYA
PRADESH",19.2,32.9,50.8,6.7,7.9,7,8.1,204,288,1,1.6,0.35,1.18,2,2,33,47,6.444,51.035
2141,JANUNIA TALAB NEAR W/S,LAKE,"MADHYA
PRADESH",20,32,133.4,6,8.6,6.8,8.1,215,524,1.4,8.4,0.33,9.17,2,180,49,24000,13.152,96.155
2142,"KALISINDH RESERVOIR AT SARANGPUR,
RAJGARH",LAKE,"MADHYA
PRADESH",20,24,121.5,7,7.9,7.2,7.9,250,490,1.4,2.4,0.3,0.5,2,2,24,34,5.88,81.525
3845,"KANHARGAON STOP DAM WATER
SUPPLY INTAKE OF CHHINDWARA TOWN",LAKE,"MADHYA
PRADESH",17,30,199.55,7.1,7.9,7.1,8.9,511,713,1,1.8,2.2,3,3,4,14,43,10.13,131.01
2140,"KERWA DAM NEAR REST HOUSE, BPL",LAKE,"MADHYA
PRADESH",19,30,97.7,5.2,10.4,7.1,8.3,183,422,1,1.4,1.88,6.66,2,180,110,35000,12.654,74.265
2128,"KHANDARI RESERVOIR WATER OFF TAKE
POINT",LAKE,"MADHYA
PRADESH",16.6,27,93.85,7.1,8.3,7.2,8.1,238,411,1,1.9,0.13,0.4,2,4,8,48,5.571,69.12
4622,"KOPTAL LAKE AT WATER SUPPLY INTAKE
POINT CHHATARPUR",LAKE,"MADHYA
PRADESH",22,30,195.7,4.3,7.1,7.2,8.5,243,702,1,2.9,0.05,0.47,2,2,4,38,5.581,128.865
1374,LOWER LAKE AT BHOPAL OUTLET M.P.,LAKE,MADHYA PRADESH,19,33,128.15,4.7,8.3,7.2,8,226,509,1.2,8,3.8,15.23,2,920,150,120000,22.144,94.23
2130,"MADHAV LAKE, SHIVPURI",LAKE,MADHYA PRADESH,20,27,230,5.2,7.8,7.6,8.1,278,800,1.7,3.2,0.6,0.98,2,8,32,110,6.664,144.975
